timestamp,btc,eth
2021-06-23 20:00:00,32604.2,1908.46
2021-06-23 21:00:00,32508.0,1893.41
2021-06-23 22:00:00,32612.4,1907.84
2021-06-23 23:00:00,32561.5,1905.0
2021-06-24 00:00:00,32975.3,1927.85
2021-06-24 01:00:00,33039.0,1928.76
2021-06-24 02:00:00,32862.2,1921.03
2021-06-24 03:00:00,33390.2,1952.0
2021-06-24 04:00:00,33302.6,1941.91
2021-06-24 05:00:00,33234.1,1933.3
2021-06-24 06:00:00,33880.4,1966.91
2021-06-24 07:00:00,34051.6,1978.5
2021-06-24 08:00:00,34065.0,1967.26
2021-06-24 09:00:00,34041.9,1964.76
2021-06-24 10:00:00,33936.9,1987.75
2021-06-24 11:00:00,34527.0,2011.95
2021-06-24 12:00:00,34969.9,2023.31
2021-06-24 13:00:00,34894.7,2014.99
2021-06-24 14:00:00,34834.5,2009.46
2021-06-24 15:00:00,34873.8,2005.2
2021-06-24 16:00:00,34778.3,1999.78
2021-06-24 17:00:00,34752.5,1983.0
2021-06-24 18:00:00,34666.6,1988.19
2021-06-24 19:00:00,34599.0,1984.92
2021-06-24 20:00:00,34806.4,1987.71
2021-06-24 21:00:00,35166.0,2005.16
2021-06-24 22:00:00,35089.3,1999.51
2021-06-24 23:00:00,34739.0,1975.0
2021-06-25 00:00:00,34489.5,1964.1
2021-06-25 01:00:00,34466.0,1968.86
2021-06-25 02:00:00,34310.5,1944.54
2021-06-25 03:00:00,34291.7,1934.34
2021-06-25 04:00:00,33745.0,1906.21
2021-06-25 05:00:00,33763.5,1882.25
2021-06-25 06:00:00,33288.7,1852.71
2021-06-25 07:00:00,33080.2,1858.95
2021-06-25 08:00:00,32964.0,1855.84
2021-06-25 09:00:00,32799.8,1824.17
2021-06-25 10:00:00,32594.2,1825.6
2021-06-25 11:00:00,31900.6,1817.68
2021-06-25 12:00:00,31662.7,1806.63
2021-06-25 13:00:00,32059.9,1836.74
2021-06-25 14:00:00,32254.8,1852.41
2021-06-25 15:00:00,32240.7,1867.63
2021-06-25 16:00:00,31785.3,1848.4
2021-06-25 17:00:00,31436.5,1802.99
2021-06-25 18:00:00,31583.7,1810.18
2021-06-25 19:00:00,31951.0,1835.39
2021-06-25 20:00:00,31969.8,1824.64
2021-06-25 21:00:00,31921.8,1821.99
2021-06-25 22:00:00,31996.7,1820.01
2021-06-25 23:00:00,32374.2,1835.93
2021-06-26 00:00:00,32249.3,1830.27
2021-06-26 01:00:00,31737.6,1806.48
2021-06-26 02:00:00,30760.1,1752.73
2021-06-26 03:00:00,30430.0,1733.03
2021-06-26 04:00:00,31054.8,1767.92
2021-06-26 05:00:00,31106.8,1764.91
2021-06-26 06:00:00,31786.1,1804.08
2021-06-26 07:00:00,31311.0,1781.33
2021-06-26 08:00:00,30834.9,1744.33
